case_id,split,title,domain,crime_type,culprit,culprit_role,num_suspects,num_cues,num_misleading_trails,word_count,case_path
medium_083,Medium,The Midnight Frame,lighthouse museum,removal,Eden Stone,museum caretaker,4,13,3,1057,dataset/Medium_Cases/medium_083_The_Midnight_Frame
medium_084,Medium,The Final Switch,vineyard tasting room,removal,Theo Frost,cellar manager,5,12,3,1065,dataset/Medium_Cases/medium_084_The_Final_Switch
medium_085,Medium,The Blue Key,hotel laundry,removal,Keira North,laundry supervisor,4,12,2,1065,dataset/Medium_Cases/medium_085_The_Blue_Key
medium_086,Medium,The Second Packet,law school moot court,tamper,Hugo Hayes,moot court coordinator,5,13,2,1067,dataset/Medium_Cases/medium_086_The_Second_Packet
medium_087,Medium,The Paper Cabinet,university radio station,removal,Reed Nash,audio producer,4,13,3,1062,dataset/Medium_Cases/medium_087_The_Paper_Cabinet
medium_088,Medium,The Locked Badge,farmers market office,removal,Leo Wren,market treasurer,4,11,2,1052,dataset/Medium_Cases/medium_088_The_Locked_Badge
medium_089,Medium,The Narrow Packet,robotics laboratory,removal,Rowan Hayes,calibration lead,5,12,3,1075,dataset/Medium_Cases/medium_089_The_Narrow_Packet
medium_090,Medium,The Secret Filter,city aquarium,switch,Theo Cole,aquarist,5,10,2,1072,dataset/Medium_Cases/medium_090_The_Secret_Filter
medium_091,Medium,The Marked Compass,ceramic studio,removal,Carmen Marsh,senior potter,4,13,3,1057,dataset/Medium_Cases/medium_091_The_Marked_Compass
medium_092,Medium,The Hidden Tube,science fair,switch,Amara Locke,lab monitor,5,12,2,1056,dataset/Medium_Cases/medium_092_The_Hidden_Tube
medium_093,Medium,The Late Cabinet,marine research pier,switch,Silas Bell,sample technician,4,13,2,1079,dataset/Medium_Cases/medium_093_The_Late_Cabinet
medium_094,Medium,The Walled Compass,historical society attic,removal,Dorian Kline,inventory chair,5,13,3,1057,dataset/Medium_Cases/medium_094_The_Walled_Compass
medium_095,Medium,The Silent Counter,private art gallery,switch,Helena Fenn,lighting technician,5,13,3,1054,dataset/Medium_Cases/medium_095_The_Silent_Counter
medium_096,Medium,The Hidden Auction,bakery kitchen,removal,Noah Ward,night baker,4,13,2,1063,dataset/Medium_Cases/medium_096_The_Hidden_Auction
medium_097,Medium,The Locked Formula,music conservatory,removal,Owen Page,accompanist,5,13,3,1074,dataset/Medium_Cases/medium_097_The_Locked_Formula
medium_098,Medium,The Hollow Reel,botanical seed bank,removal,Reed Vale,seed curator,5,12,2,1066,dataset/Medium_Cases/medium_098_The_Hollow_Reel
medium_099,Medium,The Hidden Frame,hospital charity office,removal,Bianca Kline,fundraising coordinator,5,11,3,1079,dataset/Medium_Cases/medium_099_The_Hidden_Frame
medium_100,Medium,The Walled Vial,fencing club,sabotage,Dante Frost,equipment captain,4,10,2,1072,dataset/Medium_Cases/medium_100_The_Walled_Vial
complex_001,Complex,The Cold Map,chess club,tamper,Eden Quill,tournament director,7,14,5,1412,dataset/Complex_Cases/complex_001_The_Cold_Map
complex_002,Complex,The False Envelope,newspaper archive,removal,Nina Lark,night editor,6,15,4,1417,dataset/Complex_Cases/complex_002_The_False_Envelope
complex_003,Complex,The Early Frame,public library rare room,removal,Bennett Voss,rare-room librarian,5,14,5,1417,dataset/Complex_Cases/complex_003_The_Early_Frame
complex_004,Complex,The Walled Auction,campus newspaper office,removal,Silas Vale,managing editor,5,15,3,1402,dataset/Complex_Cases/complex_004_The_Walled_Auction
complex_005,Complex,The Silent Packet,university archive,removal,Jasper Fenn,archive coordinator,5,14,3,1420,dataset/Complex_Cases/complex_005_The_Silent_Packet
complex_006,Complex,The Clockwork Tube,lighthouse museum,removal,Carmen Hollis,museum caretaker,6,18,4,1426,dataset/Complex_Cases/complex_006_The_Clockwork_Tube
complex_007,Complex,The Late Filter,vineyard tasting room,removal,Sofia Finch,cellar manager,6,16,4,1403,dataset/Complex_Cases/complex_007_The_Late_Filter
complex_008,Complex,The Dusty Badge,hotel laundry,removal,Jasper Quill,laundry supervisor,7,15,5,1415,dataset/Complex_Cases/complex_008_The_Dusty_Badge
complex_009,Complex,The Missing Prototype,law school moot court,tamper,Maya Hayes,moot court coordinator,5,18,3,1400,dataset/Complex_Cases/complex_009_The_Missing_Prototype
complex_010,Complex,The Crimson Ledger,university radio station,removal,Nora Frost,audio producer,5,16,5,1416,dataset/Complex_Cases/complex_010_The_Crimson_Ledger
complex_011,Complex,The Final Drawer,farmers market office,removal,Damon Fenn,market treasurer,6,15,3,1403,dataset/Complex_Cases/complex_011_The_Final_Drawer
complex_012,Complex,The Silver Prototype,robotics laboratory,removal,Nina Morrow,calibration lead,5,17,4,1413,dataset/Complex_Cases/complex_012_The_Silver_Prototype
complex_013,Complex,The Hollow Score,city aquarium,switch,Mina Hayes,aquarist,5,14,3,1411,dataset/Complex_Cases/complex_013_The_Hollow_Score
complex_014,Complex,The Second Record,ceramic studio,removal,Simon Locke,senior potter,6,16,5,1421,dataset/Complex_Cases/complex_014_The_Second_Record
complex_015,Complex,The Midnight Diary,science fair,switch,Silas Shaw,lab monitor,7,15,5,1420,dataset/Complex_Cases/complex_015_The_Midnight_Diary
complex_016,Complex,The Secret Ledger,marine research pier,switch,Mabel Page,sample technician,6,16,4,1406,dataset/Complex_Cases/complex_016_The_Secret_Ledger
complex_017,Complex,The Silent Record,historical society attic,removal,Dahlia Fenn,inventory chair,5,18,4,1404,dataset/Complex_Cases/complex_017_The_Silent_Record
complex_018,Complex,The Hidden Map,private art gallery,switch,Silas Ames,lighting technician,6,15,5,1411,dataset/Complex_Cases/complex_018_The_Hidden_Map
complex_019,Complex,The Midnight Compass,bakery kitchen,removal,Damon Lane,night baker,6,14,4,1431,dataset/Complex_Cases/complex_019_The_Midnight_Compass
complex_020,Complex,The Final Signal,music conservatory,removal,Mae Fenn,accompanist,5,15,5,1427,dataset/Complex_Cases/complex_020_The_Final_Signal
complex_021,Complex,The Dim Bell,botanical seed bank,removal,Mina Blake,seed curator,7,17,3,1426,dataset/Complex_Cases/complex_021_The_Dim_Bell
complex_022,Complex,The Midnight Tube,hospital charity office,removal,Soren Lane,fundraising coordinator,7,15,5,1426,dataset/Complex_Cases/complex_022_The_Midnight_Tube
complex_023,Complex,The Silent Orchid,fencing club,sabotage,Elise Locke,equipment captain,5,18,4,1408,dataset/Complex_Cases/complex_023_The_Silent_Orchid
complex_024,Complex,The Blue Counter,university mailroom,tamper,Bennett Nash,mailroom supervisor,5,14,4,1426,dataset/Complex_Cases/complex_024_The_Blue_Counter
complex_025,Complex,The Secret Badge,community theater,removal,Isla Page,costume manager,6,15,3,1427,dataset/Complex_Cases/complex_025_The_Secret_Badge
complex_026,Complex,The Early Card,train station,removal,Mara Briar,station clerk,7,14,4,1428,dataset/Complex_Cases/complex_026_The_Early_Card
complex_027,Complex,The False Letter,university observatory,removal,Lena Stone,telescope operator,6,17,4,1408,dataset/Complex_Cases/complex_027_The_False_Letter
complex_028,Complex,The Glass Compass,clock repair shop,removal,Rowan Lark,apprentice watchmaker,7,18,5,1400,dataset/Complex_Cases/complex_028_The_Glass_Compass
complex_029,Complex,The Cold Vial,city hall records office,removal,Amara Quill,records supervisor,6,16,3,1409,dataset/Complex_Cases/complex_029_The_Cold_Vial
complex_030,Complex,The Narrow Crate,planetarium,removal,Bennett Gray,projection operator,5,14,4,1427,dataset/Complex_Cases/complex_030_The_Narrow_Crate
complex_031,Complex,The Missing Letter,botany greenhouse,removal,June Nash,greenhouse assistant,6,16,3,1420,dataset/Complex_Cases/complex_031_The_Missing_Letter
complex_032,Complex,The Vanishing Card,mountain lodge,removal,Cyrus North,ski instructor,6,17,4,1410,dataset/Complex_Cases/complex_032_The_Vanishing_Card
complex_033,Complex,The False Orchid,chess club,tamper,Caleb Wren,tournament director,7,17,3,1427,dataset/Complex_Cases/complex_033_The_False_Orchid
complex_034,Complex,The Early Brooch,newspaper archive,removal,Bennett Morrow,night editor,5,15,4,1404,dataset/Complex_Cases/complex_034_The_Early_Brooch
complex_035,Complex,The Clockwork Drawer,public library rare room,removal,Phoebe Hart,rare-room librarian,6,16,5,1406,dataset/Complex_Cases/complex_035_The_Clockwork_Drawer
complex_036,Complex,The Brass Ledger,campus newspaper office,removal,June Marsh,managing editor,5,18,4,1406,dataset/Complex_Cases/complex_036_The_Brass_Ledger
complex_037,Complex,The Blue Auction,university archive,removal,Grant Locke,archive coordinator,7,18,4,1402,dataset/Complex_Cases/complex_037_The_Blue_Auction
complex_038,Complex,The Silver Formula,lighthouse museum,removal,Victor North,museum caretaker,6,16,4,1400,dataset/Complex_Cases/complex_038_The_Silver_Formula
complex_039,Complex,The Missing Key,vineyard tasting room,removal,Owen Pierce,cellar manager,7,16,3,1409,dataset/Complex_Cases/complex_039_The_Missing_Key
complex_040,Complex,The Silent Switch,hotel laundry,removal,Rowan Lane,laundry supervisor,7,18,3,1413,dataset/Complex_Cases/complex_040_The_Silent_Switch
complex_041,Complex,The Final Compass,law school moot court,tamper,Adele Ward,moot court coordinator,6,16,4,1408,dataset/Complex_Cases/complex_041_The_Final_Compass
complex_042,Complex,The Broken Bell,university radio station,removal,Adele Marsh,audio producer,6,17,4,1400,dataset/Complex_Cases/complex_042_The_Broken_Bell
complex_043,Complex,The Second Filter,farmers market office,removal,Caleb Hayes,market treasurer,5,15,5,1400,dataset/Complex_Cases/complex_043_The_Second_Filter
complex_044,Complex,The Midnight Compass,robotics laboratory,removal,Malik Cross,calibration lead,5,18,4,1420,dataset/Complex_Cases/complex_044_The_Midnight_Compass
complex_045,Complex,The Vanishing Badge,city aquarium,switch,Kieran North,aquarist,5,17,3,1414,dataset/Complex_Cases/complex_045_The_Vanishing_Badge
complex_046,Complex,The Locked Packet,ceramic studio,removal,Yara Rowe,senior potter,7,17,4,1414,dataset/Complex_Cases/complex_046_The_Locked_Packet
complex_047,Complex,The Narrow Signal,science fair,switch,Freya Fenn,lab monitor,5,14,5,1427,dataset/Complex_Cases/complex_047_The_Narrow_Signal
complex_048,Complex,The Borrowed Bell,marine research pier,switch,Mara North,sample technician,7,17,3,1408,dataset/Complex_Cases/complex_048_The_Borrowed_Bell
complex_049,Complex,The Blue Packet,historical society attic,removal,Elise Ash,inventory chair,6,16,5,1427,dataset/Complex_Cases/complex_049_The_Blue_Packet
complex_050,Complex,The Dusty Orchid,private art gallery,switch,Keira Ash,lighting technician,5,18,4,1411,dataset/Complex_Cases/complex_050_The_Dusty_Orchid
complex_051,Complex,The Narrow Case,bakery kitchen,removal,June Sterling,night baker,6,14,3,1410,dataset/Complex_Cases/complex_051_The_Narrow_Case
complex_052,Complex,The Second Frame,music conservatory,removal,Jonah Sterling,accompanist,7,14,5,1421,dataset/Complex_Cases/complex_052_The_Second_Frame
complex_053,Complex,The Frosted Diary,botanical seed bank,removal,Rowan North,seed curator,5,14,4,1426,dataset/Complex_Cases/complex_053_The_Frosted_Diary
complex_054,Complex,The Narrow Formula,hospital charity office,removal,Elliot Reed,fundraising coordinator,7,14,3,1411,dataset/Complex_Cases/complex_054_The_Narrow_Formula
complex_055,Complex,The Blue Letter,fencing club,sabotage,Elise Page,equipment captain,6,14,4,1400,dataset/Complex_Cases/complex_055_The_Blue_Letter
complex_056,Complex,The Walled Vial,university mailroom,tamper,Celine Reed,mailroom supervisor,5,16,4,1422,dataset/Complex_Cases/complex_056_The_Walled_Vial
complex_057,Complex,The Borrowed Switch,community theater,removal,Zara Pierce,costume manager,6,15,5,1414,dataset/Complex_Cases/complex_057_The_Borrowed_Switch
complex_058,Complex,The Clockwork Cabinet,train station,removal,Vera Baird,station clerk,5,17,3,1400,dataset/Complex_Cases/complex_058_The_Clockwork_Cabinet
complex_059,Complex,The Early Record,university observatory,removal,Iris Nash,telescope operator,5,17,3,1411,dataset/Complex_Cases/complex_059_The_Early_Record
complex_060,Complex,The Cold Case,clock repair shop,removal,Orion Hale,apprentice watchmaker,5,14,5,1426,dataset/Complex_Cases/complex_060_The_Cold_Case
complex_061,Complex,The False Prototype,city hall records office,removal,Theo Kline,records supervisor,7,14,3,1411,dataset/Complex_Cases/complex_061_The_False_Prototype
complex_062,Complex,The Hidden Map,planetarium,removal,Adrian Lane,projection operator,7,14,5,1417,dataset/Complex_Cases/complex_062_The_Hidden_Map
complex_063,Complex,The Final Record,botany greenhouse,removal,Dorian Pierce,greenhouse assistant,6,18,5,1411,dataset/Complex_Cases/complex_063_The_Final_Record
complex_064,Complex,The Secret Cabinet,mountain lodge,removal,Mae Ames,ski instructor,5,18,5,1421,dataset/Complex_Cases/complex_064_The_Secret_Cabinet
complex_065,Complex,The Early Letter,chess club,tamper,Elliot Frost,tournament director,5,17,3,1424,dataset/Complex_Cases/complex_065_The_Early_Letter
complex_066,Complex,The Clockwork Counter,newspaper archive,removal,Ezra Morrow,night editor,6,15,3,1402,dataset/Complex_Cases/complex_066_The_Clockwork_Counter
complex_067,Complex,The Silver Filter,public library rare room,removal,Gavin Rowe,rare-room librarian,5,17,4,1412,dataset/Complex_Cases/complex_067_The_Silver_Filter
complex_068,Complex,The Quiet Bell,campus newspaper office,removal,Nico Bell,managing editor,5,16,5,1404,dataset/Complex_Cases/complex_068_The_Quiet_Bell
complex_069,Complex,The Walled Ledger,university archive,removal,June Shaw,archive coordinator,6,17,5,1400,dataset/Complex_Cases/complex_069_The_Walled_Ledger
complex_070,Complex,The Midnight Score,lighthouse museum,removal,Theo Wren,museum caretaker,6,15,3,1411,dataset/Complex_Cases/complex_070_The_Midnight_Score
complex_071,Complex,The Final Crate,vineyard tasting room,removal,Reed Cross,cellar manager,5,17,4,1405,dataset/Complex_Cases/complex_071_The_Final_Crate
complex_072,Complex,The Blue Envelope,hotel laundry,removal,Tobias Dove,laundry supervisor,5,18,5,1415,dataset/Complex_Cases/complex_072_The_Blue_Envelope
complex_073,Complex,The Second Case,law school moot court,tamper,June Rook,moot court coordinator,7,15,5,1417,dataset/Complex_Cases/complex_073_The_Second_Case
complex_074,Complex,The Paper Diary,university radio station,removal,Mabel Rook,audio producer,7,17,3,1403,dataset/Complex_Cases/complex_074_The_Paper_Diary
complex_075,Complex,The Locked Key,farmers market office,removal,Nico Page,market treasurer,6,18,5,1420,dataset/Complex_Cases/complex_075_The_Locked_Key
complex_076,Complex,The Narrow Case,robotics laboratory,removal,Reed Cole,calibration lead,7,14,3,1417,dataset/Complex_Cases/complex_076_The_Narrow_Case
complex_077,Complex,The Secret Switch,city aquarium,switch,Nora Ash,aquarist,7,15,5,1427,dataset/Complex_Cases/complex_077_The_Secret_Switch
complex_078,Complex,The Marked Auction,ceramic studio,removal,Elena Rowe,senior potter,7,15,3,1413,dataset/Complex_Cases/complex_078_The_Marked_Auction
complex_079,Complex,The Hidden Frame,science fair,switch,Selene Wren,lab monitor,5,17,3,1416,dataset/Complex_Cases/complex_079_The_Hidden_Frame
complex_080,Complex,The Late Diary,marine research pier,switch,Yara Lane,sample technician,6,16,5,1425,dataset/Complex_Cases/complex_080_The_Late_Diary
complex_081,Complex,The Walled Auction,historical society attic,removal,June Quill,inventory chair,5,16,3,1406,dataset/Complex_Cases/complex_081_The_Walled_Auction
complex_082,Complex,The Silent Letter,private art gallery,switch,Noah Cole,lighting technician,6,18,4,1404,dataset/Complex_Cases/complex_082_The_Silent_Letter
complex_083,Complex,The Hidden Card,bakery kitchen,removal,Elena Hollis,night baker,7,16,4,1414,dataset/Complex_Cases/complex_083_The_Hidden_Card
complex_084,Complex,The Locked Drawer,music conservatory,removal,Dorian Pike,accompanist,7,18,4,1407,dataset/Complex_Cases/complex_084_The_Locked_Drawer
complex_085,Complex,The Hollow Signal,botanical seed bank,removal,Willa Nash,seed curator,6,17,5,1414,dataset/Complex_Cases/complex_085_The_Hollow_Signal
complex_086,Complex,The Hidden Score,hospital charity office,removal,Arlo Cross,fundraising coordinator,7,18,5,1403,dataset/Complex_Cases/complex_086_The_Hidden_Score
complex_087,Complex,The Walled Record,fencing club,sabotage,Emmett Greer,equipment captain,7,14,3,1426,dataset/Complex_Cases/complex_087_The_Walled_Record
complex_088,Complex,The Brass Prototype,university mailroom,tamper,Simon Briar,mailroom supervisor,6,17,5,1411,dataset/Complex_Cases/complex_088_The_Brass_Prototype
complex_089,Complex,The Late Envelope,community theater,removal,Soren Bell,costume manager,6,14,3,1400,dataset/Complex_Cases/complex_089_The_Late_Envelope
complex_090,Complex,The Silver Reel,train station,removal,Reed Rowe,station clerk,5,18,3,1421,dataset/Complex_Cases/complex_090_The_Silver_Reel
complex_091,Complex,The Clockwork Packet,university observatory,removal,Soren Sterling,telescope operator,5,14,5,1415,dataset/Complex_Cases/complex_091_The_Clockwork_Packet
complex_092,Complex,The False Card,clock repair shop,removal,Iris Greer,apprentice watchmaker,7,14,4,1406,dataset/Complex_Cases/complex_092_The_False_Card
complex_093,Complex,The Early Compass,city hall records office,removal,Noah Quill,records supervisor,5,18,4,1417,dataset/Complex_Cases/complex_093_The_Early_Compass
complex_094,Complex,The Dusty Orchid,planetarium,removal,Kieran Kline,projection operator,6,17,5,1404,dataset/Complex_Cases/complex_094_The_Dusty_Orchid
complex_095,Complex,The Second Packet,botany greenhouse,removal,Noah Stone,greenhouse assistant,7,14,5,1401,dataset/Complex_Cases/complex_095_The_Second_Packet
complex_096,Complex,The Borrowed Reel,mountain lodge,removal,Yara Page,ski instructor,6,16,4,1407,dataset/Complex_Cases/complex_096_The_Borrowed_Reel
complex_097,Complex,The Clockwork Record,chess club,tamper,Nora Ames,tournament director,5,15,4,1427,dataset/Complex_Cases/complex_097_The_Clockwork_Record
complex_098,Complex,The Silver Vial,newspaper archive,removal,Ada Fenn,night editor,7,17,4,1412,dataset/Complex_Cases/complex_098_The_Silver_Vial
complex_099,Complex,The Midnight Key,public library rare room,removal,Elliot Pierce,rare-room librarian,7,15,5,1419,dataset/Complex_Cases/complex_099_The_Midnight_Key
complex_100,Complex,The Glass Diary,campus newspaper office,removal,Quinn Pierce,managing editor,7,15,3,1428,dataset/Complex_Cases/complex_100_The_Glass_Diary
